1000671,853f8de7aa468edebd9318f17d4a0e0f,1000679
1000672,f492a324fbf16d306ee09f5d0ac5e1eb,1000683
1000673,f492a324fbf16d306ee09f5d0ac5e1eb,1000676
1000674,f492a324fbf16d306ee09f5d0ac5e1eb,1000676
1000675,f492a324fbf16d306ee09f5d0ac5e1eb,1000683
1000676,743597602e728f28ccd8bcffa5be5e04,1000673
1000677,f492a324fbf16d306ee09f5d0ac5e1eb,1000676
1000678,6f4bb776470dcb0c137752233e2b0091,1010642
1000679,f492a324fbf16d306ee09f5d0ac5e1eb,1000682
1000680,f492a324fbf16d306ee09f5d0ac5e1eb,1025137
1000682,351df7ffc08b48ac2302c28a7f1e0503,1000679
1000683,f492a324fbf16d306ee09f5d0ac5e1eb,1000682
1000684,f492a324fbf16d306ee09f5d0ac5e1eb,1001215
1000685,f492a324fbf16d306ee09f5d0ac5e1eb,1010642
1000686,f492a324fbf16d306ee09f5d0ac5e1eb,1000697
1000687,f492a324fbf16d306ee09f5d0ac5e1eb,1000682
1000688,f492a324fbf16d306ee09f5d0ac5e1eb,1000687
1000689,f492a324fbf16d306ee09f5d0ac5e1eb,1000682
1000690,351df7ffc08b48ac2302c28a7f1e0503,1000682
1000691,f492a324fbf16d306ee09f5d0ac5e1eb,1010642
1000692,f492a324fbf16d306ee09f5d0ac5e1eb,1000693
1000693,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000694,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000695,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000696,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000697,f492a324fbf16d306ee09f5d0ac5e1eb,1000686
1000698,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000699,f492a324fbf16d306ee09f5d0ac5e1eb,1000687
1000700,f492a324fbf16d306ee09f5d0ac5e1eb,1000687
1000701,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000702,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000703,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000704,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000705,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000706,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000707,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000708,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000709,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000710,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000711,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000712,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000713,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000714,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000715,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000716,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000717,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000718,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000719,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000720,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000721,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000722,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000723,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000724,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000725,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000726,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000727,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000728,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000729,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000730,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000731,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000732,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000733,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000734,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000735,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000736,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
1000737,f492a324fbf16d306ee09f5d0ac5e1eb,1000688
